"Município","Unidade Gestora","Mês","Descrição","Valor Ajustado","Valor Estornado","Tipo","Categoria","Fonte","Subfonte","Alínea","Subalínea","Fonte de Recurso","CO"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17135041 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Assistência Farmacêutica - Principal","9964.4","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17135041 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Assistência Farmacêutica - Principal","3964.4","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17135041 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Assistência Farmacêutica - Principal","3964.4","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17135041 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Assistência Farmacêutica - Principal","3964.4","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17135051 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Gestão do SUS - Principal","68014.92","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17135051 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Gestão do SUS - Principal","68014.92","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17135051 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Gestão do SUS - Principal","68014.92","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17135051 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Gestão do SUS - Principal","68014.92","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","605 | Assistência financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17145001 - Transferências do Salário-Educação - Principal","114108.71","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17145001 - Transferências do Salário-Educação - Principal","57844.74","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17145001 - Transferências do Salário-Educação - Principal","59626.25","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","550 | Transferência do Salário-Educação","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17145101 - Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE - Principal","1770","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","551 | Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar – PNAE - Principal","37506.25","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar – PNAE - Principal","37506.25","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar – PNAE - Principal","37506.25","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17145201 - Transferências referentes ao Programa Nacional de Alimentação Escolar – PNAE - Principal","37506.25","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","552 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar (PNAE)","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17145301 - Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar – PNATE - Principal","74460.2","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17145000 - Transferências do Salário-Educação","553 | Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar (PNATE) ","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17149901 - Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação - FNDE - Principal","200000","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17140000 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação – FNDE? ","17149000 - SEM SUBALINEA","569 | Outras Transferências de Recursos do FNDE","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17155001 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT - Principal","741682.34","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","542 | Transferências do FUNDEB - Complementação da União - VAAT","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17155001 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT - Principal","242642.6","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","542 | Transferências do FUNDEB - Complementação da União - VAAT","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17155001 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT - Principal","264701.02","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","542 | Transferências do FUNDEB - Complementação da União - VAAT","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17155001 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT - Principal","293329.5","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","542 | Transferências do FUNDEB - Complementação da União - VAAT","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17155001 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT - Principal","309055.26","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","542 | Transferências do FUNDEB - Complementação da União - VAAT","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17155101 - Transferências de Recursos de Complementação da União ao Fundeb – VAAF - Principal","89129.16","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","541 | Transferências do FUNDEB - Complementação da União - VAAF","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17155101 - Transferências de Recursos de Complementação da União ao Fundeb – VAAF - Principal","38172.81","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","541 | Transferências do FUNDEB - Complementação da União - VAAF","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17155101 - Transferências de Recursos de Complementação da União ao Fundeb – VAAF - Principal","41643.07","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","541 | Transferências do FUNDEB - Complementação da União - VAAF","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17155101 - Transferências de Recursos de Complementação da União ao Fundeb – VAAF - Principal","88126.75","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","541 | Transferências do FUNDEB - Complementação da União - VAAF","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17155101 - Transferências de Recursos de Complementação da União ao Fundeb – VAAF - Principal","66096.62","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","541 | Transferências do FUNDEB - Complementação da União - VAAF","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17155201 - Transferências de Recursos de Complementação da União ao Fundeb – VAAR - Principal","149203.79","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","543 | Transferências do FUNDEB - Complementação da União - VAAR","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17155201 - Transferências de Recursos de Complementação da União ao Fundeb – VAAR - Principal","43097.82","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","543 | Transferências do FUNDEB - Complementação da União - VAAR","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17155201 - Transferências de Recursos de Complementação da União ao Fundeb – VAAR - Principal","47015.8","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","543 | Transferências do FUNDEB - Complementação da União - VAAR","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17155201 - Transferências de Recursos de Complementação da União ao Fundeb – VAAR - Principal","52659.74","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","543 | Transferências do FUNDEB - Complementação da União - VAAR","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17155201 - Transferências de Recursos de Complementação da União ao Fundeb – VAAR - Principal","54646.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17150000 - Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB ","17155000 - Transferências de Recursos de Complementação da União ao Fundeb – VAAT","543 | Transferências do FUNDEB - Complementação da União - VAAR","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal","5501.44","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17160000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ","17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal","13250.28","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17160000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ","17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal","287013.4","6625.14","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17160000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ","17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal","48030.18","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17160000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ","17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17165001 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS - Principal","42446.46","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17160000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS ","17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social – FNAS","660 | Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17195801 - Transferência Obrigatória Decorrente da Lei Complementar nº 176/2020 - Principal","161.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17195000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17195801 - Transferência Obrigatória Decorrente da Lei Complementar nº 176/2020 - Principal","161.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17195000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17195801 - Transferência Obrigatória Decorrente da Lei Complementar nº 176/2020 - Principal","161.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17195000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17195801 - Transferência Obrigatória Decorrente da Lei Complementar nº 176/2020 - Principal","161.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17195000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17195801 - Transferência Obrigatória Decorrente da Lei Complementar nº 176/2020 - Principal","161.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17195000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17196001 - Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022 - Principal","56032.55","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17196000 - Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/2022","719 | Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei 14.399/2022","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17199901 - Outras Transferências de Recursos da União e de suas Entidades - Principal","2845.73","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17199000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17199901 - Outras Transferências de Recursos da União e de suas Entidades - Principal","1762.14","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17199000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17199901 - Outras Transferências de Recursos da União e de suas Entidades - Principal","2419.02","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17199000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","04 - Abril","17199901 - Outras Transferências de Recursos da União e de suas Entidades - Principal","982.06","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17199000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","05 - Maio","17199901 - Outras Transferências de Recursos da União e de suas Entidades - Principal","10896.3","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17190000 - Outras Transferências de Recursos da União e de suas Entidades","17199000 - SEM SUBALINEA","501 | Outros Recursos não Vinculados","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17215001 - Cota-Parte do ICMS - Principal","-57558.31","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades","17210000 - Participação na Receita dos Estados e Distrito Federal","17215000 - Cota-Parte do ICMS","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","01 - Janeiro","17215001 - Cota-Parte do ICMS - Principal","287791.7","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades","17210000 - Participação na Receita dos Estados e Distrito Federal","17215000 - Cota-Parte do ICMS","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17215001 - Cota-Parte do ICMS - Principal","-49360.56","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades","17210000 - Participação na Receita dos Estados e Distrito Federal","17215000 - Cota-Parte do ICMS","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
"Curral de Cima","Prefeitura Municipal de Curral de Cima","02 - Fevereiro","17215001 - Cota-Parte do ICMS - Principal","246802.83","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades","17210000 - Participação na Receita dos Estados e Distrito Federal","17215000 - Cota-Parte do ICMS","500 | Recursos não vinculados de Impostos","0000 | "
"Curral de Cima","Prefeitura Municipal de Curral de Cima","03 - Março","17215001 - Cota-Parte do ICMS - Principal","-59002.45","0","Dedução de Receita do Fundeb","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17200000 - Transferências dos Estados e do Distrito Federal e de suas Entidades","17210000 - Participação na Receita dos Estados e Distrito Federal","17215000 - Cota-Parte do ICMS","500 | Recursos não vinculados de Impostos","1001 | Identificação das despesas com manutenção e desenvolvimento do ensino"
