"Município","Unidade Gestora","Ano","Nº da Conta","Tipo da Conta","Descrição da Conta","Código do Banco","Nome do Banco","Nº da Agência","Extrato","Débito","Crédito","Conciliado","no_key","Extrato","Mês/Ano"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000244260","Conta Corrente","C/C 24.426-0-PROGRAMA FMAS SÃO JOSÉ DE PRINCESA             ","001","BCO DO BRASIL S.A.","006872","168.94","0","0","168.94","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000239402","Conta Investimento - Fundo de Investimento","BB C/I  - 23940-2 - CRIANÇA FELIZ - APLICAÇÃO               ","001","BCO DO BRASIL S.A.","008672","26171.07","0","0","26171.07","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000239402","Conta Corrente","BB C/C - 23-940-2 - CRIANÇA FELIZ                           ","001","BCO DO BRASIL S.A.","008672","0","500","0","500","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000235423","Conta Investimento - Fundo de Investimento","BB C/A 23.542-3-FMAS SAO J.DE PRINCESA-COFINA-APLI          ","001","BCO DO BRASIL S.A.","008672","44648.54","0","0","44648.54","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000235423","Conta Corrente","BB C/C 23.542-3 - FMAS SAO JOSE DE PRINCESA-COFINA          ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000235164","Conta Investimento - Fundo de Investimento","BB C/A 23.516-4-PDDE-APLICAÇÃO                              ","001","BCO DO BRASIL S.A.","008672","6154.62","0","0","6154.62","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000235164","Conta Corrente","BB C/C 23.516-4 - PDDE                                      ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000230812","Conta Investimento - CDB","C/CDB BB 23.081-2-SÃO JOSÉ DBL PSB FNAS-APLICAÇÃO           ","001","BCO DO BRASIL S.A.","008672","16188.63","0","0","16188.63","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000230812","Conta Corrente","BB C/C - 23.081-2 - SAO JOSE DBL PSB FNAS                   ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000230774","Conta Investimento - CDB","C/CDB BB 23.077-4-SÃO JOSE BL GSUAS FNS-APLICAÇÃO           ","001","BCO DO BRASIL S.A.","008672","184.03","0","0","184.03","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000230774","Conta Corrente","BB C/C - 23.077-4 - SAO JOSEBL GSUAS FNS                    ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
